HEXCODE,PARAMETER_ID,PARAMETER_ID,MIN_VALUE_NU,MAX_VALUE_NU,RGB_R_NU,RGB_G_NU,RGB_B_NU,SHORT_NAME_TX,DWH1_T_UNIT_REF.NAME_E_TX,SHORT_SIGN_TX,NAME_G_TX,NAME_F_TX,NAME_I_TX,DWH1_T_PARAM_GROUP_REF.NAME_E_TX,DESC_G_TX,DESC_F_TX,DESC_E_TX,DESC_I_TX,UUID_TX,TECHNICAL_NAME_TX,MHS_PRODUCT_NAME_TX,LABEL_G,LABEL_F,LABEL_I,LABEL_E,LABEL_DEF_G,LABEL_DEF_F,LABEL_DEF_I,LABEL_DEF_E
#3296B4,3001,3001,25,50,50,150,180,hns003d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 3-Tagessumme 6 UTC FT - 72 h,"épaisseur de neige fraîche; sommation sur 3 journées, 6 UTC du jour suivant - 72 h","Fresh snow depth; 3-day-total, 6 UTC following day - 72 h","Altezza della neve nuova; somma su 3 giorni, 6 UTC del giorno seguente - 72 h",91424c0d-4196-4a63-a9be-8e2c71c80fa1,messwerte-neuschnee-3d,i2047t,25 bis 50 cm,de 25 à 50 cm,da 25 a 50 cm,25 to 50 cm,25 bis 50 cm,de 25 à 50 cm,da 25 a 50 cm,25 to 50 cm
#0570B0,3001,3001,50,80,5,112,176,hns003d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 3-Tagessumme 6 UTC FT - 72 h,"épaisseur de neige fraîche; sommation sur 3 journées, 6 UTC du jour suivant - 72 h","Fresh snow depth; 3-day-total, 6 UTC following day - 72 h","Altezza della neve nuova; somma su 3 giorni, 6 UTC del giorno seguente - 72 h",91424c0d-4196-4a63-a9be-8e2c71c80fa1,messwerte-neuschnee-3d,i2047t,50 bis 80 cm,de 50 à 80 cm,da 50 a 80 cm,50 to 80 cm,50 bis 80 cm,de 50 à 80 cm,da 50 a 80 cm,50 to 80 cm
#05508C,3001,3001,80,400,5,80,140,hns003d0,centimeter,cm,Schnee,neige,neve,snow,Neuschneehöhe; 3-Tagessumme 6 UTC FT - 72 h,"épaisseur de neige fraîche; sommation sur 3 journées, 6 UTC du jour suivant - 72 h","Fresh snow depth; 3-day-total, 6 UTC following day - 72 h","Altezza della neve nuova; somma su 3 giorni, 6 UTC del giorno seguente - 72 h",91424c0d-4196-4a63-a9be-8e2c71c80fa1,messwerte-neuschnee-3d,i2047t,> 80 cm,> 80 cm,> 80 cm,> 80 cm,80 bis 400 cm,de 80 à 400 cm,da 80 a 400 cm,80 to 400 cm
#FFFFFF,4326,4326,0,0.3,255,255,255,rre048i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 48 Stunden,précipitations; sommation sur 48 heures,Total precipitation during 48 hours,Precipitazioni; somma su 48 ore,83a919bf-530b-4d2b-9a53-69d579eb693c,messwerte-niederschlag-48h,i2044t,kein Regen,pas de pluie,senza pioggia,no rain,0 bis 0.3 mm,de 0 à 0.3 mm,da 0 a 0.3 mm,0 to 0.3 mm
#EDFAC2,4326,4326,0.3,2,237,250,194,rre048i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 48 Stunden,précipitations; sommation sur 48 heures,Total precipitation during 48 hours,Precipitazioni; somma su 48 ore,83a919bf-530b-4d2b-9a53-69d579eb693c,messwerte-niederschlag-48h,i2044t,0.3 bis 2 mm,de 0.3 à 2 mm,da 0.3 a 2 mm,0.3 to 2 mm,0.3 bis 2 mm,de 0.3 à 2 mm,da 0.3 a 2 mm,0.3 to 2 mm
#CDFFCD,4326,4326,2,5,205,255,205,rre048i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 48 Stunden,précipitations; sommation sur 48 heures,Total precipitation during 48 hours,Precipitazioni; somma su 48 ore,83a919bf-530b-4d2b-9a53-69d579eb693c,messwerte-niederschlag-48h,i2044t,2 bis 5 mm,de 2 à 5 mm,da 2 a 5 mm,2 to 5 mm,2 bis 5 mm,de 2 à 5 mm,da 2 a 5 mm,2 to 5 mm
#99F0B2,4326,4326,5,10,153,240,178,rre048i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 48 Stunden,précipitations; sommation sur 48 heures,Total precipitation during 48 hours,Precipitazioni; somma su 48 ore,83a919bf-530b-4d2b-9a53-69d579eb693c,messwerte-niederschlag-48h,i2044t,5 bis 10 mm,de 5 à 10 mm,da 5 a 10 mm,5 to 10 mm,5 bis 10 mm,de 5 à 10 mm,da 5 a 10 mm,5 to 10 mm
#53BD9F,4326,4326,10,20,83,189,159,rre048i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 48 Stunden,précipitations; sommation sur 48 heures,Total precipitation during 48 hours,Precipitazioni; somma su 48 ore,83a919bf-530b-4d2b-9a53-69d579eb693c,messwerte-niederschlag-48h,i2044t,10 bis 20 mm,de 10 à 20 mm,da 10 a 20 mm,10 to 20 mm,10 bis 20 mm,de 10 à 20 mm,da 10 a 20 mm,10 to 20 mm
#32A696,4326,4326,20,35,50,166,150,rre048i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 48 Stunden,précipitations; sommation sur 48 heures,Total precipitation during 48 hours,Precipitazioni; somma su 48 ore,83a919bf-530b-4d2b-9a53-69d579eb693c,messwerte-niederschlag-48h,i2044t,20 bis 35 mm,de 20 à 35 mm,da 20 a 35 mm,20 to 35 mm,20 bis 35 mm,de 20 à 35 mm,da 20 a 35 mm,20 to 35 mm
#3296B4,4326,4326,35,50,50,150,180,rre048i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 48 Stunden,précipitations; sommation sur 48 heures,Total precipitation during 48 hours,Precipitazioni; somma su 48 ore,83a919bf-530b-4d2b-9a53-69d579eb693c,messwerte-niederschlag-48h,i2044t,35 bis 50 mm,de 35 à 50 mm,da 35 a 50 mm,35 to 50 mm,35 bis 50 mm,de 35 à 50 mm,da 35 a 50 mm,35 to 50 mm
#0570B0,4326,4326,50,70,5,112,176,rre048i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 48 Stunden,précipitations; sommation sur 48 heures,Total precipitation during 48 hours,Precipitazioni; somma su 48 ore,83a919bf-530b-4d2b-9a53-69d579eb693c,messwerte-niederschlag-48h,i2044t,50 bis 70 mm,de 50 à 70 mm,da 50 a 70 mm,50 to 70 mm,50 bis 70 mm,de 50 à 70 mm,da 50 a 70 mm,50 to 70 mm
#05508C,4326,4326,70,90,5,80,140,rre048i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 48 Stunden,précipitations; sommation sur 48 heures,Total precipitation during 48 hours,Precipitazioni; somma su 48 ore,83a919bf-530b-4d2b-9a53-69d579eb693c,messwerte-niederschlag-48h,i2044t,70 bis 90 mm,de 70 à 90 mm,da 70 a 90 mm,70 to 90 mm,70 bis 90 mm,de 70 à 90 mm,da 70 a 90 mm,70 to 90 mm
#0A1F96,4326,4326,90,120,10,31,150,rre048i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 48 Stunden,précipitations; sommation sur 48 heures,Total precipitation during 48 hours,Precipitazioni; somma su 48 ore,83a919bf-530b-4d2b-9a53-69d579eb693c,messwerte-niederschlag-48h,i2044t,90 bis 120 mm,de 90 à 120 mm,da 90 a 120 mm,90 to 120 mm,90 bis 120 mm,de 90 à 120 mm,da 90 a 120 mm,90 to 120 mm
#2C0246,4326,4326,120,150,44,2,70,rre048i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 48 Stunden,précipitations; sommation sur 48 heures,Total precipitation during 48 hours,Precipitazioni; somma su 48 ore,83a919bf-530b-4d2b-9a53-69d579eb693c,messwerte-niederschlag-48h,i2044t,120 bis 150 mm,de 120 à 150 mm,da 120 a 150 mm,120 to 150 mm,120 bis 150 mm,de 120 à 150 mm,da 120 a 150 mm,120 to 150 mm
#6A2C5A,4326,4326,150,500,106,44,90,rre048i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 48 Stunden,précipitations; sommation sur 48 heures,Total precipitation during 48 hours,Precipitazioni; somma su 48 ore,83a919bf-530b-4d2b-9a53-69d579eb693c,messwerte-niederschlag-48h,i2044t,> 150 mm,> 150 mm,> 150 mm,> 150 mm,150 bis 500 mm,de 150 à 500 mm,da 150 a 500 mm,150 to 500 mm
#FFFFFF,4327,4327,0,0.3,255,255,255,rre072i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 72 Stunden,précipitations; sommation sur 72 heures,Total precipitation during 72 hours,Precipitazioni; somma su 72 ore,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,messwerte-niederschlag-72h,i2045t,kein Regen,pas de pluie,senza pioggia,no rain,0 bis 0.3 mm,de 0 à 0.3 mm,da 0 a 0.3 mm,0 to 0.3 mm
#EDFAC2,4327,4327,0.3,2,237,250,194,rre072i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 72 Stunden,précipitations; sommation sur 72 heures,Total precipitation during 72 hours,Precipitazioni; somma su 72 ore,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,messwerte-niederschlag-72h,i2045t,0.3 bis 2 mm,de 0.3 à 2 mm,da 0.3 a 2 mm,0.3 to 2 mm,0.3 bis 2 mm,de 0.3 à 2 mm,da 0.3 a 2 mm,0.3 to 2 mm
#CDFFCD,4327,4327,2,5,205,255,205,rre072i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 72 Stunden,précipitations; sommation sur 72 heures,Total precipitation during 72 hours,Precipitazioni; somma su 72 ore,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,messwerte-niederschlag-72h,i2045t,2 bis 5 mm,de 2 à 5 mm,da 2 a 5 mm,2 to 5 mm,2 bis 5 mm,de 2 à 5 mm,da 2 a 5 mm,2 to 5 mm
#99F0B2,4327,4327,5,10,153,240,178,rre072i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 72 Stunden,précipitations; sommation sur 72 heures,Total precipitation during 72 hours,Precipitazioni; somma su 72 ore,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,messwerte-niederschlag-72h,i2045t,5 bis 10 mm,de 5 à 10 mm,da 5 a 10 mm,5 to 10 mm,5 bis 10 mm,de 5 à 10 mm,da 5 a 10 mm,5 to 10 mm
#53BD9F,4327,4327,10,20,83,189,159,rre072i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 72 Stunden,précipitations; sommation sur 72 heures,Total precipitation during 72 hours,Precipitazioni; somma su 72 ore,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,messwerte-niederschlag-72h,i2045t,10 bis 20 mm,de 10 à 20 mm,da 10 a 20 mm,10 to 20 mm,10 bis 20 mm,de 10 à 20 mm,da 10 a 20 mm,10 to 20 mm
#32A696,4327,4327,20,35,50,166,150,rre072i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 72 Stunden,précipitations; sommation sur 72 heures,Total precipitation during 72 hours,Precipitazioni; somma su 72 ore,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,messwerte-niederschlag-72h,i2045t,20 bis 35 mm,de 20 à 35 mm,da 20 a 35 mm,20 to 35 mm,20 bis 35 mm,de 20 à 35 mm,da 20 a 35 mm,20 to 35 mm
#3296B4,4327,4327,35,50,50,150,180,rre072i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 72 Stunden,précipitations; sommation sur 72 heures,Total precipitation during 72 hours,Precipitazioni; somma su 72 ore,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,messwerte-niederschlag-72h,i2045t,35 bis 50 mm,de 35 à 50 mm,da 35 a 50 mm,35 to 50 mm,35 bis 50 mm,de 35 à 50 mm,da 35 a 50 mm,35 to 50 mm
#0570B0,4327,4327,50,70,5,112,176,rre072i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 72 Stunden,précipitations; sommation sur 72 heures,Total precipitation during 72 hours,Precipitazioni; somma su 72 ore,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,messwerte-niederschlag-72h,i2045t,50 bis 70 mm,de 50 à 70 mm,da 50 a 70 mm,50 to 70 mm,50 bis 70 mm,de 50 à 70 mm,da 50 a 70 mm,50 to 70 mm
#05508C,4327,4327,70,90,5,80,140,rre072i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 72 Stunden,précipitations; sommation sur 72 heures,Total precipitation during 72 hours,Precipitazioni; somma su 72 ore,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,messwerte-niederschlag-72h,i2045t,70 bis 90 mm,de 70 à 90 mm,da 70 a 90 mm,70 to 90 mm,70 bis 90 mm,de 70 à 90 mm,da 70 a 90 mm,70 to 90 mm
#0A1F96,4327,4327,90,120,10,31,150,rre072i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 72 Stunden,précipitations; sommation sur 72 heures,Total precipitation during 72 hours,Precipitazioni; somma su 72 ore,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,messwerte-niederschlag-72h,i2045t,90 bis 120 mm,de 90 à 120 mm,da 90 a 120 mm,90 to 120 mm,90 bis 120 mm,de 90 à 120 mm,da 90 a 120 mm,90 to 120 mm
#2C0246,4327,4327,120,150,44,2,70,rre072i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 72 Stunden,précipitations; sommation sur 72 heures,Total precipitation during 72 hours,Precipitazioni; somma su 72 ore,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,messwerte-niederschlag-72h,i2045t,120 bis 150 mm,de 120 à 150 mm,da 120 a 150 mm,120 to 150 mm,120 bis 150 mm,de 120 à 150 mm,da 120 a 150 mm,120 to 150 mm
#6A2C5A,4327,4327,150,500,106,44,90,rre072i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 72 Stunden,précipitations; sommation sur 72 heures,Total precipitation during 72 hours,Precipitazioni; somma su 72 ore,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,messwerte-niederschlag-72h,i2045t,> 150 mm,> 150 mm,> 150 mm,> 150 mm,150 bis 500 mm,de 150 à 500 mm,da 150 a 500 mm,150 to 500 mm
#FFFFFF,4339,4339,0,0.3,255,255,255,rre024i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 24 Stunden,précipitations; sommation sur 24 heures,Total precipitation during 24 hours,Precipitazioni; somma su 24 ore,212d2b23-6f58-437b-8748-cfc88794085c,messwerte-niederschlag-24h,i2042t,kein Regen,pas de pluie,senza pioggia,no rain,0 bis 0.3 mm,de 0 à 0.3 mm,da 0 a 0.3 mm,0 to 0.3 mm
#EDFAC2,4339,4339,0.3,2,237,250,194,rre024i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 24 Stunden,précipitations; sommation sur 24 heures,Total precipitation during 24 hours,Precipitazioni; somma su 24 ore,212d2b23-6f58-437b-8748-cfc88794085c,messwerte-niederschlag-24h,i2042t,0.3 bis 2 mm,de 0.3 à 2 mm,da 0.3 a 2 mm,0.3 to 2 mm,0.3 bis 2 mm,de 0.3 à 2 mm,da 0.3 a 2 mm,0.3 to 2 mm
#CDFFCD,4339,4339,2,5,205,255,205,rre024i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 24 Stunden,précipitations; sommation sur 24 heures,Total precipitation during 24 hours,Precipitazioni; somma su 24 ore,212d2b23-6f58-437b-8748-cfc88794085c,messwerte-niederschlag-24h,i2042t,2 bis 5 mm,de 2 à 5 mm,da 2 a 5 mm,2 to 5 mm,2 bis 5 mm,de 2 à 5 mm,da 2 a 5 mm,2 to 5 mm
#99F0B2,4339,4339,5,10,153,240,178,rre024i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 24 Stunden,précipitations; sommation sur 24 heures,Total precipitation during 24 hours,Precipitazioni; somma su 24 ore,212d2b23-6f58-437b-8748-cfc88794085c,messwerte-niederschlag-24h,i2042t,5 bis 10 mm,de 5 à 10 mm,da 5 a 10 mm,5 to 10 mm,5 bis 10 mm,de 5 à 10 mm,da 5 a 10 mm,5 to 10 mm
#53BD9F,4339,4339,10,20,83,189,159,rre024i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 24 Stunden,précipitations; sommation sur 24 heures,Total precipitation during 24 hours,Precipitazioni; somma su 24 ore,212d2b23-6f58-437b-8748-cfc88794085c,messwerte-niederschlag-24h,i2042t,10 bis 20 mm,de 10 à 20 mm,da 10 a 20 mm,10 to 20 mm,10 bis 20 mm,de 10 à 20 mm,da 10 a 20 mm,10 to 20 mm
#32A696,4339,4339,20,35,50,166,150,rre024i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 24 Stunden,précipitations; sommation sur 24 heures,Total precipitation during 24 hours,Precipitazioni; somma su 24 ore,212d2b23-6f58-437b-8748-cfc88794085c,messwerte-niederschlag-24h,i2042t,20 bis 35 mm,de 20 à 35 mm,da 20 a 35 mm,20 to 35 mm,20 bis 35 mm,de 20 à 35 mm,da 20 a 35 mm,20 to 35 mm
#3296B4,4339,4339,35,50,50,150,180,rre024i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 24 Stunden,précipitations; sommation sur 24 heures,Total precipitation during 24 hours,Precipitazioni; somma su 24 ore,212d2b23-6f58-437b-8748-cfc88794085c,messwerte-niederschlag-24h,i2042t,35 bis 50 mm,de 35 à 50 mm,da 35 a 50 mm,35 to 50 mm,35 bis 50 mm,de 35 à 50 mm,da 35 a 50 mm,35 to 50 mm
#0570B0,4339,4339,50,70,5,112,176,rre024i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 24 Stunden,précipitations; sommation sur 24 heures,Total precipitation during 24 hours,Precipitazioni; somma su 24 ore,212d2b23-6f58-437b-8748-cfc88794085c,messwerte-niederschlag-24h,i2042t,50 bis 70 mm,de 50 à 70 mm,da 50 a 70 mm,50 to 70 mm,50 bis 70 mm,de 50 à 70 mm,da 50 a 70 mm,50 to 70 mm
#05508C,4339,4339,70,90,5,80,140,rre024i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 24 Stunden,précipitations; sommation sur 24 heures,Total precipitation during 24 hours,Precipitazioni; somma su 24 ore,212d2b23-6f58-437b-8748-cfc88794085c,messwerte-niederschlag-24h,i2042t,70 bis 90 mm,de 70 à 90 mm,da 70 a 90 mm,70 to 90 mm,70 bis 90 mm,de 70 à 90 mm,da 70 a 90 mm,70 to 90 mm
#0A1F96,4339,4339,90,120,10,31,150,rre024i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 24 Stunden,précipitations; sommation sur 24 heures,Total precipitation during 24 hours,Precipitazioni; somma su 24 ore,212d2b23-6f58-437b-8748-cfc88794085c,messwerte-niederschlag-24h,i2042t,90 bis 120 mm,de 90 à 120 mm,da 90 a 120 mm,90 to 120 mm,90 bis 120 mm,de 90 à 120 mm,da 90 a 120 mm,90 to 120 mm
#2C0246,4339,4339,120,150,44,2,70,rre024i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 24 Stunden,précipitations; sommation sur 24 heures,Total precipitation during 24 hours,Precipitazioni; somma su 24 ore,212d2b23-6f58-437b-8748-cfc88794085c,messwerte-niederschlag-24h,i2042t,120 bis 150 mm,de 120 à 150 mm,da 120 a 150 mm,120 to 150 mm,120 bis 150 mm,de 120 à 150 mm,da 120 a 150 mm,120 to 150 mm
#6A2C5A,4339,4339,150,500,106,44,90,rre024i0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlagssumme über 24 Stunden,précipitations; sommation sur 24 heures,Total precipitation during 24 hours,Precipitazioni; somma su 24 ore,212d2b23-6f58-437b-8748-cfc88794085c,messwerte-niederschlag-24h,i2042t,> 150 mm,> 150 mm,> 150 mm,> 150 mm,150 bis 500 mm,de 150 à 500 mm,da 150 a 500 mm,150 to 500 mm
#071E46,6044,6044,-50,-35,7,30,70,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,< -35 °C,< -35 °C,< -35 °C,< -35 °C,-50 bis -35 °C,de -50 à -35 °C,da -50 a -35 °C,-50 to -35 °C
#072F6B,6044,6044,-35,-30,7,47,107,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,-35 bis -30 °C,de -35 à -30 °C,da -35 a -30 °C,-35 to -30 °C,-35 bis -30 °C,de -35 à -30 °C,da -35 a -30 °C,-35 to -30 °C
#08529C,6044,6044,-30,-25,8,82,156,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,-30 bis -25 °C,de -30 à -25 °C,da -30 a -25 °C,-30 to -25 °C,-30 bis -25 °C,de -30 à -25 °C,da -30 a -25 °C,-30 to -25 °C
#2171B5,6044,6044,-25,-20,33,113,181,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,-25 bis -20 °C,de -25 à -20 °C,da -25 a -20 °C,-25 to -20 °C,-25 bis -20 °C,de -25 à -20 °C,da -25 a -20 °C,-25 to -20 °C
#4292C7,6044,6044,-20,-15,66,146,199,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,-20 bis -15 °C,de -20 à -15 °C,da -20 a -15 °C,-20 to -15 °C,-20 bis -15 °C,de -20 à -15 °C,da -20 a -15 °C,-20 to -15 °C
#5AA0CD,6044,6044,-15,-12,90,160,205,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,-15 bis -12 °C,de -15 à -12 °C,da -15 a -12 °C,-15 to -12 °C,-15 bis -12 °C,de -15 à -12 °C,da -15 a -12 °C,-15 to -12 °C
#78BFD6,6044,6044,-12,-9,120,191,214,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,-12 bis -9 °C,de -12 à -9 °C,da -12 a -9 °C,-12 to -9 °C,-12 bis -9 °C,de -12 à -9 °C,da -12 a -9 °C,-12 to -9 °C
#AADCE6,6044,6044,-9,-6,170,220,230,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,-9 bis -6 °C,de -9 à -6 °C,da -9 a -6 °C,-9 to -6 °C,-9 bis -6 °C,de -9 à -6 °C,da -9 a -6 °C,-9 to -6 °C
#DBF5FF,6044,6044,-6,-3,219,245,255,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,-6 bis -3 °C,de -6 à -3 °C,da -6 a -3 °C,-6 to -3 °C,-6 bis -3 °C,de -6 à -3 °C,da -6 a -3 °C,-6 to -3 °C
#F0FCFF,6044,6044,-3,0,240,252,255,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,-3 bis 0 °C,de -3 à 0 °C,da -3 a 0 °C,-3 to 0 °C,-3 bis 0 °C,de -3 à 0 °C,da -3 a 0 °C,-3 to 0 °C
#FFF0F5,6044,6044,0,3,255,240,245,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,0 bis 3 °C,de 0 à 3 °C,da 0 a 3 °C,0 to 3 °C,0 bis 3 °C,de 0 à 3 °C,da 0 a 3 °C,0 to 3 °C
#FFE0E0,6044,6044,3,6,255,224,224,tre024ix,degree Celsius,°C,Temperatur,température,temperatura,temperature,Lufttemperatur 2 m über Boden; 24h-Maximum,température de l'air à 2 m du sol; maximum 24 heurs,Air temperature 2 m above ground; 24h maximum,Temperatura dell'aria a 2 m; massima 24 ore,59e85269-6b7d-47ad-96f6-e19149df10f8,messwerte-lufttemperatur-24h-max-1h,i2033t,3 bis 6 °C,de 3 à 6 °C,da 3 a 6 °C,3 to 6 °C,3 bis 6 °C,de 3 à 6 °C,da 3 a 6 °C,3 to 6 °C
