HEXCODE,PARAMETER_ID,PARAMETER_ID,MIN_VALUE_NU,MAX_VALUE_NU,RGB_R_NU,RGB_G_NU,RGB_B_NU,SHORT_NAME_TX,DWH1_T_UNIT_REF.NAME_E_TX,SHORT_SIGN_TX,NAME_G_TX,NAME_F_TX,NAME_I_TX,DWH1_T_PARAM_GROUP_REF.NAME_E_TX,DESC_G_TX,DESC_F_TX,DESC_E_TX,DESC_I_TX,UUID_TX,TECHNICAL_NAME_TX,MHS_PRODUCT_NAME_TX,LABEL_G,LABEL_F,LABEL_I,LABEL_E,LABEL_DEF_G,LABEL_DEF_F,LABEL_DEF_I,LABEL_DEF_E
#780A0F,194,194,25,28,120,10,15,tde200s0,degree Celsius,°C,Feuchte,humidité,umidità,humidity,Taupunkt 2 m über Boden; Momentanwert,point de rosée à 2 m du sol; valeur instantanée,Dew point 2 m above ground; current value,Punto di rugiada a 2 m; valore momentaneo,5d6f8794-bf59-458e-a16c-aeb98df5d6c8,messwerte-taupunkt-10min,i2019t,25 bis 28 °C,de 25 à 28 °C,da 25 a 28 °C,25 to 28 °C,25 bis 28 °C,de 25 à 28 °C,da 25 a 28 °C,25 to 28 °C
#5F0000,194,194,28,50,95,0,0,tde200s0,degree Celsius,°C,Feuchte,humidité,umidità,humidity,Taupunkt 2 m über Boden; Momentanwert,point de rosée à 2 m du sol; valeur instantanée,Dew point 2 m above ground; current value,Punto di rugiada a 2 m; valore momentaneo,5d6f8794-bf59-458e-a16c-aeb98df5d6c8,messwerte-taupunkt-10min,i2019t,> 28 °C,> 28 °C,> 28 °C,> 28 °C,28 bis 50 °C,de 28 à 50 °C,da 28 a 50 °C,28 to 50 °C
#FFFFFF,222,222,0,10,255,255,255,sremaxdv,per cent,%,Sonne,ensoleillement,soleggiamento,sunshine,Sonnenscheindauer; relativ zur absolut möglichen Tagessumme,durée d'ensoleillement; relativement à la somme journalière maximale possible,Sunshine duration; in relation to absolute daily total,Soleggiamento; rispetto al massimo giornaliero possibile,dc6dcd27-aafb-4912-9db5-9803b8a92506,messwerte-sonnenscheindauer-relativ-1d,i2037t,0 bis 10 %,de 0 à 10 %,da 0 a 10 %,0 to 10 %,0 bis 10 %,de 0 à 10 %,da 0 a 10 %,0 to 10 %
#FFF5CC,222,222,10,20,255,245,204,sremaxdv,per cent,%,Sonne,ensoleillement,soleggiamento,sunshine,Sonnenscheindauer; relativ zur absolut möglichen Tagessumme,durée d'ensoleillement; relativement à la somme journalière maximale possible,Sunshine duration; in relation to absolute daily total,Soleggiamento; rispetto al massimo giornaliero possibile,dc6dcd27-aafb-4912-9db5-9803b8a92506,messwerte-sonnenscheindauer-relativ-1d,i2037t,10 bis 20 %,de 10 à 20 %,da 10 a 20 %,10 to 20 %,10 bis 20 %,de 10 à 20 %,da 10 a 20 %,10 to 20 %
#FFE670,222,222,20,30,255,230,112,sremaxdv,per cent,%,Sonne,ensoleillement,soleggiamento,sunshine,Sonnenscheindauer; relativ zur absolut möglichen Tagessumme,durée d'ensoleillement; relativement à la somme journalière maximale possible,Sunshine duration; in relation to absolute daily total,Soleggiamento; rispetto al massimo giornaliero possibile,dc6dcd27-aafb-4912-9db5-9803b8a92506,messwerte-sonnenscheindauer-relativ-1d,i2037t,20 bis 30 %,de 20 à 30 %,da 20 a 30 %,20 to 30 %,20 bis 30 %,de 20 à 30 %,da 20 a 30 %,20 to 30 %
#FFCC33,222,222,30,40,255,204,51,sremaxdv,per cent,%,Sonne,ensoleillement,soleggiamento,sunshine,Sonnenscheindauer; relativ zur absolut möglichen Tagessumme,durée d'ensoleillement; relativement à la somme journalière maximale possible,Sunshine duration; in relation to absolute daily total,Soleggiamento; rispetto al massimo giornaliero possibile,dc6dcd27-aafb-4912-9db5-9803b8a92506,messwerte-sonnenscheindauer-relativ-1d,i2037t,30 bis 40 %,de 30 à 40 %,da 30 a 40 %,30 to 40 %,30 bis 40 %,de 30 à 40 %,da 30 a 40 %,30 to 40 %
#FFAF33,222,222,40,50,255,175,51,sremaxdv,per cent,%,Sonne,ensoleillement,soleggiamento,sunshine,Sonnenscheindauer; relativ zur absolut möglichen Tagessumme,durée d'ensoleillement; relativement à la somme journalière maximale possible,Sunshine duration; in relation to absolute daily total,Soleggiamento; rispetto al massimo giornaliero possibile,dc6dcd27-aafb-4912-9db5-9803b8a92506,messwerte-sonnenscheindauer-relativ-1d,i2037t,40 bis 50 %,de 40 à 50 %,da 40 a 50 %,40 to 50 %,40 bis 50 %,de 40 à 50 %,da 40 a 50 %,40 to 50 %
#FF9933,222,222,50,60,255,153,51,sremaxdv,per cent,%,Sonne,ensoleillement,soleggiamento,sunshine,Sonnenscheindauer; relativ zur absolut möglichen Tagessumme,durée d'ensoleillement; relativement à la somme journalière maximale possible,Sunshine duration; in relation to absolute daily total,Soleggiamento; rispetto al massimo giornaliero possibile,dc6dcd27-aafb-4912-9db5-9803b8a92506,messwerte-sonnenscheindauer-relativ-1d,i2037t,50 bis 60 %,de 50 à 60 %,da 50 a 60 %,50 to 60 %,50 bis 60 %,de 50 à 60 %,da 50 a 60 %,50 to 60 %
#FF6F00,222,222,60,70,255,111,0,sremaxdv,per cent,%,Sonne,ensoleillement,soleggiamento,sunshine,Sonnenscheindauer; relativ zur absolut möglichen Tagessumme,durée d'ensoleillement; relativement à la somme journalière maximale possible,Sunshine duration; in relation to absolute daily total,Soleggiamento; rispetto al massimo giornaliero possibile,dc6dcd27-aafb-4912-9db5-9803b8a92506,messwerte-sonnenscheindauer-relativ-1d,i2037t,60 bis 70 %,de 60 à 70 %,da 60 a 70 %,60 to 70 %,60 bis 70 %,de 60 à 70 %,da 60 a 70 %,60 to 70 %
#FF5500,222,222,70,80,255,85,0,sremaxdv,per cent,%,Sonne,ensoleillement,soleggiamento,sunshine,Sonnenscheindauer; relativ zur absolut möglichen Tagessumme,durée d'ensoleillement; relativement à la somme journalière maximale possible,Sunshine duration; in relation to absolute daily total,Soleggiamento; rispetto al massimo giornaliero possibile,dc6dcd27-aafb-4912-9db5-9803b8a92506,messwerte-sonnenscheindauer-relativ-1d,i2037t,70 bis 80 %,de 70 à 80 %,da 70 a 80 %,70 to 80 %,70 bis 80 %,de 70 à 80 %,da 70 a 80 %,70 to 80 %
#E6281E,222,222,80,90,230,40,30,sremaxdv,per cent,%,Sonne,ensoleillement,soleggiamento,sunshine,Sonnenscheindauer; relativ zur absolut möglichen Tagessumme,durée d'ensoleillement; relativement à la somme journalière maximale possible,Sunshine duration; in relation to absolute daily total,Soleggiamento; rispetto al massimo giornaliero possibile,dc6dcd27-aafb-4912-9db5-9803b8a92506,messwerte-sonnenscheindauer-relativ-1d,i2037t,80 bis 90 %,de 80 à 90 %,da 80 a 90 %,80 to 90 %,80 bis 90 %,de 80 à 90 %,da 80 a 90 %,80 to 90 %
#C81E14,222,222,90,101,200,30,20,sremaxdv,per cent,%,Sonne,ensoleillement,soleggiamento,sunshine,Sonnenscheindauer; relativ zur absolut möglichen Tagessumme,durée d'ensoleillement; relativement à la somme journalière maximale possible,Sunshine duration; in relation to absolute daily total,Soleggiamento; rispetto al massimo giornaliero possibile,dc6dcd27-aafb-4912-9db5-9803b8a92506,messwerte-sonnenscheindauer-relativ-1d,i2037t,90 bis 100 %,de 90 à 100 %,da 90 a 100 %,90 to 100 %,90 bis 101 %,de 90 à 101 %,da 90 a 101 %,90 to 101 %
#FFFFCC,224,224,0,30,255,255,204,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,0 bis 30 W/m²,de 0 à 30 W/m²,da 0 a 30 W/m²,0 to 30 W/m²,0 bis 30 W/m²,de 0 à 30 W/m²,da 0 a 30 W/m²,0 to 30 W/m²
#FFF5B4,224,224,30,60,255,245,180,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,30 bis 60 W/m²,de 30 à 60 W/m²,da 30 a 60 W/m²,30 to 60 W/m²,30 bis 60 W/m²,de 30 à 60 W/m²,da 30 a 60 W/m²,30 to 60 W/m²
#FEEB9C,224,224,60,90,254,235,156,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,60 bis 90 W/m²,de 60 à 90 W/m²,da 60 a 90 W/m²,60 to 90 W/m²,60 bis 90 W/m²,de 60 à 90 W/m²,da 60 a 90 W/m²,60 to 90 W/m²
#FEE086,224,224,90,120,254,224,134,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,90 bis 120 W/m²,de 90 à 120 W/m²,da 90 a 120 W/m²,90 to 120 W/m²,90 bis 120 W/m²,de 90 à 120 W/m²,da 90 a 120 W/m²,90 to 120 W/m²
#FED36F,224,224,120,150,254,211,111,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,120 bis 150 W/m²,de 120 à 150 W/m²,da 120 a 150 W/m²,120 to 150 W/m²,120 bis 150 W/m²,de 120 à 150 W/m²,da 120 a 150 W/m²,120 to 150 W/m²
#FEBD58,224,224,150,180,254,189,88,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,150 bis 180 W/m²,de 150 à 180 W/m²,da 150 a 180 W/m²,150 to 180 W/m²,150 bis 180 W/m²,de 150 à 180 W/m²,da 150 a 180 W/m²,150 to 180 W/m²
#FDA948,224,224,180,210,253,169,72,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,180 bis 210 W/m²,de 180 à 210 W/m²,da 180 a 210 W/m²,180 to 210 W/m²,180 bis 210 W/m²,de 180 à 210 W/m²,da 180 a 210 W/m²,180 to 210 W/m²
#FD953F,224,224,210,240,253,149,63,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,210 bis 240 W/m²,de 210 à 240 W/m²,da 210 a 240 W/m²,210 to 240 W/m²,210 bis 240 W/m²,de 210 à 240 W/m²,da 210 a 240 W/m²,210 to 240 W/m²
#FC7936,224,224,240,270,252,121,54,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,240 bis 270 W/m²,de 240 à 270 W/m²,da 240 a 270 W/m²,240 to 270 W/m²,240 bis 270 W/m²,de 240 à 270 W/m²,da 240 a 270 W/m²,240 to 270 W/m²
#FC572C,224,224,270,300,252,87,44,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,270 bis 300 W/m²,de 270 à 300 W/m²,da 270 a 300 W/m²,270 to 300 W/m²,270 bis 300 W/m²,de 270 à 300 W/m²,da 270 a 300 W/m²,270 to 300 W/m²
#F23924,224,224,300,330,242,57,36,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,300 bis 330 W/m²,de 300 à 330 W/m²,da 300 a 330 W/m²,300 to 330 W/m²,300 bis 330 W/m²,de 300 à 330 W/m²,da 300 a 330 W/m²,300 to 330 W/m²
#E41D1D,224,224,330,360,228,29,29,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,330 bis 360 W/m²,de 330 à 360 W/m²,da 330 a 360 W/m²,330 to 360 W/m²,330 bis 360 W/m²,de 330 à 360 W/m²,da 330 a 360 W/m²,330 to 360 W/m²
#CB0D20,224,224,360,390,203,13,32,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,360 bis 390 W/m²,de 360 à 390 W/m²,da 360 a 390 W/m²,360 to 390 W/m²,360 bis 390 W/m²,de 360 à 390 W/m²,da 360 a 390 W/m²,360 to 390 W/m²
#B10026,224,224,390,500,177,0,38,gre000d0,watt/square meter,W/m²,Strahlung,rayonnement,radiazione,radiation,Globalstrahlung; Tagesmittel,rayonnement global; moyenne journalière,Global radiation; daily mean,Radiazione globale; media giornaliera,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,messwerte-globalstrahlung-1d,i2036t,> 390 W/m²,> 390 W/m²,> 390 W/m²,> 390 W/m²,390 bis 500 W/m²,de 390 à 500 W/m²,da 390 a 500 W/m²,390 to 500 W/m²
#FFFFFF,236,236,0,0.3,255,255,255,rre150d0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag,précipitations; somme journalière conventionnelle 0540 - 0540 du jour suivant,Precipitation; daily total 6 UTC - 6 UTC following day,Precipitazioni; somma giornaliera convenzionale 6 UTC - 6 UTC del giorno seguente,70498706-eba2-4621-8c4c-91a4a98801ed,messwerte-niederschlag-1d,i2017t,kein Regen,pas de pluie,senza pioggia,no rain,0 bis 0.3 mm,de 0 à 0.3 mm,da 0 a 0.3 mm,0 to 0.3 mm
#EDFAC2,236,236,0.3,2,237,250,194,rre150d0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag,précipitations; somme journalière conventionnelle 0540 - 0540 du jour suivant,Precipitation; daily total 6 UTC - 6 UTC following day,Precipitazioni; somma giornaliera convenzionale 6 UTC - 6 UTC del giorno seguente,70498706-eba2-4621-8c4c-91a4a98801ed,messwerte-niederschlag-1d,i2017t,0.3 bis 2 mm,de 0.3 à 2 mm,da 0.3 a 2 mm,0.3 to 2 mm,0.3 bis 2 mm,de 0.3 à 2 mm,da 0.3 a 2 mm,0.3 to 2 mm
#CDFFCD,236,236,2,5,205,255,205,rre150d0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag,précipitations; somme journalière conventionnelle 0540 - 0540 du jour suivant,Precipitation; daily total 6 UTC - 6 UTC following day,Precipitazioni; somma giornaliera convenzionale 6 UTC - 6 UTC del giorno seguente,70498706-eba2-4621-8c4c-91a4a98801ed,messwerte-niederschlag-1d,i2017t,2 bis 5 mm,de 2 à 5 mm,da 2 a 5 mm,2 to 5 mm,2 bis 5 mm,de 2 à 5 mm,da 2 a 5 mm,2 to 5 mm
#99F0B2,236,236,5,10,153,240,178,rre150d0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag,précipitations; somme journalière conventionnelle 0540 - 0540 du jour suivant,Precipitation; daily total 6 UTC - 6 UTC following day,Precipitazioni; somma giornaliera convenzionale 6 UTC - 6 UTC del giorno seguente,70498706-eba2-4621-8c4c-91a4a98801ed,messwerte-niederschlag-1d,i2017t,5 bis 10 mm,de 5 à 10 mm,da 5 a 10 mm,5 to 10 mm,5 bis 10 mm,de 5 à 10 mm,da 5 a 10 mm,5 to 10 mm
#53BD9F,236,236,10,20,83,189,159,rre150d0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag,précipitations; somme journalière conventionnelle 0540 - 0540 du jour suivant,Precipitation; daily total 6 UTC - 6 UTC following day,Precipitazioni; somma giornaliera convenzionale 6 UTC - 6 UTC del giorno seguente,70498706-eba2-4621-8c4c-91a4a98801ed,messwerte-niederschlag-1d,i2017t,10 bis 20 mm,de 10 à 20 mm,da 10 a 20 mm,10 to 20 mm,10 bis 20 mm,de 10 à 20 mm,da 10 a 20 mm,10 to 20 mm
#32A696,236,236,20,35,50,166,150,rre150d0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag,précipitations; somme journalière conventionnelle 0540 - 0540 du jour suivant,Precipitation; daily total 6 UTC - 6 UTC following day,Precipitazioni; somma giornaliera convenzionale 6 UTC - 6 UTC del giorno seguente,70498706-eba2-4621-8c4c-91a4a98801ed,messwerte-niederschlag-1d,i2017t,20 bis 35 mm,de 20 à 35 mm,da 20 a 35 mm,20 to 35 mm,20 bis 35 mm,de 20 à 35 mm,da 20 a 35 mm,20 to 35 mm
#3296B4,236,236,35,50,50,150,180,rre150d0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag,précipitations; somme journalière conventionnelle 0540 - 0540 du jour suivant,Precipitation; daily total 6 UTC - 6 UTC following day,Precipitazioni; somma giornaliera convenzionale 6 UTC - 6 UTC del giorno seguente,70498706-eba2-4621-8c4c-91a4a98801ed,messwerte-niederschlag-1d,i2017t,35 bis 50 mm,de 35 à 50 mm,da 35 a 50 mm,35 to 50 mm,35 bis 50 mm,de 35 à 50 mm,da 35 a 50 mm,35 to 50 mm
#0570B0,236,236,50,70,5,112,176,rre150d0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag,précipitations; somme journalière conventionnelle 0540 - 0540 du jour suivant,Precipitation; daily total 6 UTC - 6 UTC following day,Precipitazioni; somma giornaliera convenzionale 6 UTC - 6 UTC del giorno seguente,70498706-eba2-4621-8c4c-91a4a98801ed,messwerte-niederschlag-1d,i2017t,50 bis 70 mm,de 50 à 70 mm,da 50 a 70 mm,50 to 70 mm,50 bis 70 mm,de 50 à 70 mm,da 50 a 70 mm,50 to 70 mm
#05508C,236,236,70,90,5,80,140,rre150d0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag,précipitations; somme journalière conventionnelle 0540 - 0540 du jour suivant,Precipitation; daily total 6 UTC - 6 UTC following day,Precipitazioni; somma giornaliera convenzionale 6 UTC - 6 UTC del giorno seguente,70498706-eba2-4621-8c4c-91a4a98801ed,messwerte-niederschlag-1d,i2017t,70 bis 90 mm,de 70 à 90 mm,da 70 a 90 mm,70 to 90 mm,70 bis 90 mm,de 70 à 90 mm,da 70 a 90 mm,70 to 90 mm
#0A1F96,236,236,90,120,10,31,150,rre150d0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag,précipitations; somme journalière conventionnelle 0540 - 0540 du jour suivant,Precipitation; daily total 6 UTC - 6 UTC following day,Precipitazioni; somma giornaliera convenzionale 6 UTC - 6 UTC del giorno seguente,70498706-eba2-4621-8c4c-91a4a98801ed,messwerte-niederschlag-1d,i2017t,90 bis 120 mm,de 90 à 120 mm,da 90 a 120 mm,90 to 120 mm,90 bis 120 mm,de 90 à 120 mm,da 90 a 120 mm,90 to 120 mm
#2C0246,236,236,120,150,44,2,70,rre150d0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag,précipitations; somme journalière conventionnelle 0540 - 0540 du jour suivant,Precipitation; daily total 6 UTC - 6 UTC following day,Precipitazioni; somma giornaliera convenzionale 6 UTC - 6 UTC del giorno seguente,70498706-eba2-4621-8c4c-91a4a98801ed,messwerte-niederschlag-1d,i2017t,120 bis 150 mm,de 120 à 150 mm,da 120 a 150 mm,120 to 150 mm,120 bis 150 mm,de 120 à 150 mm,da 120 a 150 mm,120 to 150 mm
#6A2C5A,236,236,150,500,106,44,90,rre150d0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag,précipitations; somme journalière conventionnelle 0540 - 0540 du jour suivant,Precipitation; daily total 6 UTC - 6 UTC following day,Precipitazioni; somma giornaliera convenzionale 6 UTC - 6 UTC del giorno seguente,70498706-eba2-4621-8c4c-91a4a98801ed,messwerte-niederschlag-1d,i2017t,> 150 mm,> 150 mm,> 150 mm,> 150 mm,150 bis 500 mm,de 150 à 500 mm,da 150 a 500 mm,150 to 500 mm
#FFFFFF,267,267,0,0.1,255,255,255,rre150h0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Stundensumme,"précipitations, somme horaire",Precipitation; hourly total,Precipitazioni; somma oraria,8f3eb01b-9368-4400-8c39-68ec0221f029,messwerte-niederschlag-1h,i2032t,kein Regen,pas de pluie,senza pioggia,no rain,0 bis 0.1 mm,de 0 à 0.1 mm,da 0 a 0.1 mm,0 to 0.1 mm
#EDFAC2,267,267,0.1,1,237,250,194,rre150h0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Stundensumme,"précipitations, somme horaire",Precipitation; hourly total,Precipitazioni; somma oraria,8f3eb01b-9368-4400-8c39-68ec0221f029,messwerte-niederschlag-1h,i2032t,0.1 bis 1 mm,de 0.1 à 1 mm,da 0.1 a 1 mm,0.1 to 1 mm,0.1 bis 1 mm,de 0.1 à 1 mm,da 0.1 a 1 mm,0.1 to 1 mm
#CDFFCD,267,267,1,2,205,255,205,rre150h0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Stundensumme,"précipitations, somme horaire",Precipitation; hourly total,Precipitazioni; somma oraria,8f3eb01b-9368-4400-8c39-68ec0221f029,messwerte-niederschlag-1h,i2032t,1 bis 2 mm,de 1 à 2 mm,da 1 a 2 mm,1 to 2 mm,1 bis 2 mm,de 1 à 2 mm,da 1 a 2 mm,1 to 2 mm
#99F0B2,267,267,2,4,153,240,178,rre150h0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Stundensumme,"précipitations, somme horaire",Precipitation; hourly total,Precipitazioni; somma oraria,8f3eb01b-9368-4400-8c39-68ec0221f029,messwerte-niederschlag-1h,i2032t,2 bis 4 mm,de 2 à 4 mm,da 2 a 4 mm,2 to 4 mm,2 bis 4 mm,de 2 à 4 mm,da 2 a 4 mm,2 to 4 mm
#53BD9F,267,267,4,6,83,189,159,rre150h0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Stundensumme,"précipitations, somme horaire",Precipitation; hourly total,Precipitazioni; somma oraria,8f3eb01b-9368-4400-8c39-68ec0221f029,messwerte-niederschlag-1h,i2032t,4 bis 6 mm,de 4 à 6 mm,da 4 a 6 mm,4 to 6 mm,4 bis 6 mm,de 4 à 6 mm,da 4 a 6 mm,4 to 6 mm
#32A696,267,267,6,9,50,166,150,rre150h0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Stundensumme,"précipitations, somme horaire",Precipitation; hourly total,Precipitazioni; somma oraria,8f3eb01b-9368-4400-8c39-68ec0221f029,messwerte-niederschlag-1h,i2032t,6 bis 9 mm,de 6 à 9 mm,da 6 a 9 mm,6 to 9 mm,6 bis 9 mm,de 6 à 9 mm,da 6 a 9 mm,6 to 9 mm
#3296B4,267,267,9,12,50,150,180,rre150h0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Stundensumme,"précipitations, somme horaire",Precipitation; hourly total,Precipitazioni; somma oraria,8f3eb01b-9368-4400-8c39-68ec0221f029,messwerte-niederschlag-1h,i2032t,9 bis 12 mm,de 9 à 12 mm,da 9 a 12 mm,9 to 12 mm,9 bis 12 mm,de 9 à 12 mm,da 9 a 12 mm,9 to 12 mm
#0570B0,267,267,12,15,5,112,176,rre150h0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Stundensumme,"précipitations, somme horaire",Precipitation; hourly total,Precipitazioni; somma oraria,8f3eb01b-9368-4400-8c39-68ec0221f029,messwerte-niederschlag-1h,i2032t,12 bis 15 mm,de 12 à 15 mm,da 12 a 15 mm,12 to 15 mm,12 bis 15 mm,de 12 à 15 mm,da 12 a 15 mm,12 to 15 mm
#05508C,267,267,15,20,5,80,140,rre150h0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Stundensumme,"précipitations, somme horaire",Precipitation; hourly total,Precipitazioni; somma oraria,8f3eb01b-9368-4400-8c39-68ec0221f029,messwerte-niederschlag-1h,i2032t,15 bis 20 mm,de 15 à 20 mm,da 15 a 20 mm,15 to 20 mm,15 bis 20 mm,de 15 à 20 mm,da 15 a 20 mm,15 to 20 mm
#0A1F96,267,267,20,25,10,31,150,rre150h0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Stundensumme,"précipitations, somme horaire",Precipitation; hourly total,Precipitazioni; somma oraria,8f3eb01b-9368-4400-8c39-68ec0221f029,messwerte-niederschlag-1h,i2032t,20 bis 25 mm,de 20 à 25 mm,da 20 a 25 mm,20 to 25 mm,20 bis 25 mm,de 20 à 25 mm,da 20 a 25 mm,20 to 25 mm
#2C0246,267,267,25,30,44,2,70,rre150h0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Stundensumme,"précipitations, somme horaire",Precipitation; hourly total,Precipitazioni; somma oraria,8f3eb01b-9368-4400-8c39-68ec0221f029,messwerte-niederschlag-1h,i2032t,25 bis 30 mm,de 25 à 30 mm,da 25 a 30 mm,25 to 30 mm,25 bis 30 mm,de 25 à 30 mm,da 25 a 30 mm,25 to 30 mm
